ORDERID;CUSTOMERID;PRODUCTID;QUANTITY;ORDERDATE;PRODUCTID;PRODUCTNAME;PRICE
488;1025;2014;4;2024/04/06;2014;Product_2014;522
489;1207;2076;2;2023/03/23;2076;Product_2076;861
490;1223;2041;8;2023/10/31;2041;Product_2041;725
491;1024;2086;6;2024/11/04;2086;Product_2086;1796
492;1378;2197;2;2023/10/15;2197;Product_2197;1222
493;1255;2174;2;2024/08/20;2174;Product_2174;244
494;1278;2032;7;2025/01/15;2032;Product_2032;754
495;1181;2142;8;2024/07/23;2142;Product_2142;634
496;1216;2076;9;2023/08/11;2076;Product_2076;861
497;1151;2033;6;2023/08/19;2033;Product_2033;1854
498;1286;2160;9;2023/03/01;2160;Product_2160;413
499;1191;2008;3;2023/01/18;2008;Product_2008;811
500;1102;2028;9;2024/08/18;2028;Product_2028;1691
501;1039;2162;8;2025/01/06;2162;Product_2162;978
502;1264;2077;9;2024/11/05;2077;Product_2077;538
503;1079;2085;5;2024/08/22;2085;Product_2085;574
504;1231;2037;7;2023/07/16;2037;Product_2037;1351
505;1207;2074;4;2024/07/11;2074;Product_2074;485
506;1029;2111;2;2024/10/30;2111;Product_2111;313
507;1223;2197;5;2024/05/05;2197;Product_2197;1222
508;1267;2109;9;2023/08/18;2109;Product_2109;1382
509;1036;2145;6;2024/09/30;2145;Product_2145;1337
510;1316;2089;9;2023/03/17;2089;Product_2089;1466
511;1065;2100;9;2024/05/24;2100;Product_2100;1995
512;1107;2038;1;2024/02/23;2038;Product_2038;140
513;1168;2009;7;2024/05/26;2009;Product_2009;342
514;1136;2143;1;2024/08/19;2143;Product_2143;1956
515;1147;2194;1;2023/09/18;2194;Product_2194;1907
516;1379;2027;8;2024/03/01;2027;Product_2027;825
517;1261;2088;8;2024/07/06;2088;Product_2088;201
518;1385;2131;3;2023/06/17;2131;Product_2131;784
519;1004;2087;8;2023/07/28;2087;Product_2087;767
520;1017;2160;5;2024/10/30;2160;Product_2160;413
521;1193;2118;10;2024/10/09;2118;Product_2118;328
522;1200;2199;9;2024/04/22;2199;Product_2199;1923
523;1053;2042;1;2023/12/07;2042;Product_2042;202
524;1393;2107;5;2023/12/15;2107;Product_2107;21
525;1017;2063;6;2023/08/31;2063;Product_2063;794
526;1037;2045;8;2024/04/25;2045;Product_2045;207
527;1049;2127;4;2024/09/25;2127;Product_2127;94
528;1158;2144;9;2023/01/10;2144;Product_2144;1284
529;1269;2009;3;2023/06/23;2009;Product_2009;342
530;1037;2188;7;2023/07/28;2188;Product_2188;861
531;1144;2168;2;2024/02/16;2168;Product_2168;1775
532;1321;2137;9;2024/08/25;2137;Product_2137;704
533;1289;2060;5;2023/08/13;2060;Product_2060;103
534;1069;2088;6;2024/07/30;2088;Product_2088;201
535;1089;2185;2;2024/05/15;2185;Product_2185;791
536;1283;2128;7;2023/08/26;2128;Product_2128;28
537;1233;2054;2;2023/05/07;2054;Product_2054;620
538;1044;2102;5;2023/01/16;2102;Product_2102;252
539;1076;2021;6;2024/10/14;2021;Product_2021;657
540;1282;2008;1;2024/08/19;2008;Product_2008;811
541;1378;2137;7;2023/10/29;2137;Product_2137;704
542;1105;2197;1;2023/03/10;2197;Product_2197;1222
543;1269;2043;2;2024/06/05;2043;Product_2043;1947
544;1110;2114;3;2023/07/19;2114;Product_2114;986
545;1142;2039;9;2024/08/18;2039;Product_2039;237
546;1220;2117;3;2024/12/19;2117;Product_2117;1427
547;1250;2010;7;2023/01/05;2010;Product_2010;1864
548;1288;2067;10;2023/10/15;2067;Product_2067;832
549;1194;2032;6;2023/11/02;2032;Product_2032;754
550;1386;2185;3;2023/12/27;2185;Product_2185;791
551;1176;2009;1;2025/01/10;2009;Product_2009;342
552;1220;2126;7;2024/03/13;2126;Product_2126;919
553;1347;2006;9;2023/05/01;2006;Product_2006;694
554;1285;2188;10;2024/10/07;2188;Product_2188;861
555;1395;2121;2;2025/02/19;2121;Product_2121;397
556;1007;2008;4;2025/01/23;2008;Product_2008;811
557;1356;2155;8;2023/07/31;2155;Product_2155;1792
558;1140;2017;4;2023/12/14;2017;Product_2017;1688
559;1155;2173;6;2023/01/19;2173;Product_2173;1750
560;1260;2199;1;2023/12/15;2199;Product_2199;1923
561;1311;2020;8;2024/06/08;2020;Product_2020;311
562;1389;2011;4;2024/01/13;2011;Product_2011;881
563;1330;2075;9;2024/05/09;2075;Product_2075;667
564;1087;2025;8;2024/06/09;2025;Product_2025;941
565;1205;2119;4;2024/05/09;2119;Product_2119;541
566;1055;2004;2;2023/11/24;2004;Product_2004;1996
567;1316;2076;2;2024/09/15;2076;Product_2076;861
568;1198;2200;5;2024/09/26;2200;Product_2200;330
569;1359;2128;3;2024/09/29;2128;Product_2128;28
570;1127;2025;9;2023/12/08;2025;Product_2025;941
571;1155;2140;9;2024/05/26;2140;Product_2140;365
572;1142;2054;8;2024/09/11;2054;Product_2054;620
573;1353;2131;8;2024/04/19;2131;Product_2131;784
574;1125;2178;9;2023/02/28;2178;Product_2178;1426
575;1046;2043;9;2024/05/22;2043;Product_2043;1947
576;1239;2008;4;2023/12/05;2008;Product_2008;811
577;1348;2159;5;2023/01/03;2159;Product_2159;582
578;1344;2176;1;2023/08/05;2176;Product_2176;1407
579;1215;2063;6;2024/06/27;2063;Product_2063;794
580;1055;2032;9;2025/01/19;2032;Product_2032;754
581;1225;2051;8;2025/01/01;2051;Product_2051;529
582;1025;2054;9;2024/08/31;2054;Product_2054;620
583;1043;2108;10;2024/01/17;2108;Product_2108;318
584;1314;2038;4;2024/03/29;2038;Product_2038;140
585;1282;2095;7;2024/09/06;2095;Product_2095;1627
586;1006;2157;9;2023/09/04;2157;Product_2157;654
587;1189;2069;3;2024/10/07;2069;Product_2069;597
588;1220;2164;1;2024/05/26;2164;Product_2164;1260
589;1022;2179;3;2023/03/28;2179;Product_2179;154
590;1354;2111;9;2023/08/07;2111;Product_2111;313
591;1235;2123;2;2023/10/18;2123;Product_2123;1584
592;1067;2084;7;2023/12/14;2084;Product_2084;1179
593;1168;2153;6;2023/03/24;2153;Product_2153;656
594;1263;2109;8;2023/07/13;2109;Product_2109;1382
595;1190;2172;9;2024/04/05;2172;Product_2172;445
596;1221;2134;5;2024/10/13;2134;Product_2134;686
597;1129;2010;9;2023/12/17;2010;Product_2010;1864
598;1269;2127;5;2023/10/21;2127;Product_2127;94
599;1005;2022;10;2024/03/01;2022;Product_2022;1587
600;1385;2127;10;2023/05/06;2127;Product_2127;94
601;1201;2144;5;2023/11/09;2144;Product_2144;1284
602;1370;2073;3;2024/05/24;2073;Product_2073;355
603;1349;2194;3;2024/07/18;2194;Product_2194;1907
604;1094;2062;10;2023/05/23;2062;Product_2062;1837
605;1352;2041;9;2024/09/18;2041;Product_2041;725
606;1150;2181;3;2024/07/18;2181;Product_2181;244
607;1243;2076;9;2024/11/07;2076;Product_2076;861
608;1150;2162;3;2023/08/05;2162;Product_2162;978
609;1201;2146;4;2023/03/15;2146;Product_2146;1074
610;1219;2147;9;2024/05/20;2147;Product_2147;1374
611;1082;2172;7;2024/07/09;2172;Product_2172;445
612;1213;2074;6;2024/01/01;2074;Product_2074;485
613;1356;2031;8;2023/03/01;2031;Product_2031;693
614;1064;2176;6;2023/05/18;2176;Product_2176;1407
615;1109;2114;6;2024/09/18;2114;Product_2114;986
616;1330;2014;8;2024/09/22;2014;Product_2014;522
617;1119;2132;8;2024/12/14;2132;Product_2132;1422
618;1276;2185;6;2024/06/01;2185;Product_2185;791
619;1109;2092;9;2023/05/18;2092;Product_2092;1034
620;1162;2032;4;2023/02/26;2032;Product_2032;754
621;1375;2064;8;2023/12/18;2064;Product_2064;742
622;1103;2038;3;2024/04/11;2038;Product_2038;140
623;1323;2155;4;2023/10/09;2155;Product_2155;1792
624;1068;2191;2;2024/08/24;2191;Product_2191;609
625;1341;2191;9;2024/04/07;2191;Product_2191;609
626;1292;2077;5;2023/03/06;2077;Product_2077;538
627;1069;2103;4;2024/02/18;2103;Product_2103;1029
628;1069;2189;3;2025/01/12;2189;Product_2189;1620
629;1254;2065;2;2023/12/23;2065;Product_2065;13
630;1142;2199;9;2023/02/04;2199;Product_2199;1923
631;1383;2052;9;2023/04/30;2052;Product_2052;1691
632;1363;2132;4;2024/09/20;2132;Product_2132;1422
633;1014;2048;8;2023/08/01;2048;Product_2048;1270
634;1195;2047;10;2024/11/22;2047;Product_2047;255
635;1178;2145;8;2024/11/09;2145;Product_2145;1337
636;1191;2057;5;2023/06/10;2057;Product_2057;1152
637;1263;2151;8;2023/12/20;2151;Product_2151;418
638;1196;2052;9;2024/03/26;2052;Product_2052;1691
639;1269;2049;2;2023/08/05;2049;Product_2049;1904
640;1272;2200;4;2023/06/17;2200;Product_2200;330
641;1387;2079;6;2023/06/03;2079;Product_2079;705
642;1220;2119;9;2025/02/14;2119;Product_2119;541
643;1284;2062;4;2024/03/02;2062;Product_2062;1837
644;1326;2005;3;2023/02/12;2005;Product_2005;1146
645;1071;2112;6;2023/02/01;2112;Product_2112;1937
646;1131;2147;9;2024/11/06;2147;Product_2147;1374
647;1308;2021;6;2023/10/10;2021;Product_2021;657
648;1310;2157;7;2025/02/10;2157;Product_2157;654
649;1210;2073;1;2023/12/02;2073;Product_2073;355
650;1203;2046;3;2023/01/31;2046;Product_2046;619
651;1229;2034;7;2025/01/01;2034;Product_2034;13
652;1259;2121;8;2023/08/27;2121;Product_2121;397
653;1119;2083;6;2023/08/28;2083;Product_2083;1040
654;1056;2193;5;2024/08/24;2193;Product_2193;1281
655;1246;2129;4;2023/07/21;2129;Product_2129;1770
656;1372;2014;9;2023/10/22;2014;Product_2014;522
657;1356;2116;4;2023/06/14;2116;Product_2116;1160
658;1309;2193;7;2024/11/13;2193;Product_2193;1281
659;1396;2050;7;2023/11/27;2050;Product_2050;1079
660;1023;2047;2;2024/03/27;2047;Product_2047;255
661;1186;2116;9;2023/02/18;2116;Product_2116;1160
662;1087;2137;5;2024/03/11;2137;Product_2137;704
663;1257;2088;2;2023/05/30;2088;Product_2088;201
664;1332;2182;9;2024/09/01;2182;Product_2182;991
665;1055;2106;4;2023/08/15;2106;Product_2106;1435
666;1304;2181;3;2024/10/13;2181;Product_2181;244
667;1130;2110;9;2024/04/28;2110;Product_2110;1017
668;1003;2099;4;2023/02/01;2099;Product_2099;1674
669;1279;2170;1;2023/04/24;2170;Product_2170;1145
670;1044;2059;9;2024/08/20;2059;Product_2059;1278
671;1033;2089;8;2024/01/15;2089;Product_2089;1466
672;1148;2161;9;2023/11/06;2161;Product_2161;667
673;1165;2011;8;2023/10/02;2011;Product_2011;881
674;1300;2130;6;2023/10/17;2130;Product_2130;1193
675;1345;2153;6;2023/04/15;2153;Product_2153;656
676;1267;2013;2;2024/01/02;2013;Product_2013;1186
677;1206;2055;1;2023/04/11;2055;Product_2055;834
678;1221;2077;7;2023/01/23;2077;Product_2077;538
679;1173;2148;5;2023/06/03;2148;Product_2148;774
680;1068;2001;5;2024/10/29;2001;Product_2001;833
681;1057;2105;1;2023/04/03;2105;Product_2105;1284
682;1033;2063;2;2023/01/19;2063;Product_2063;794
683;1387;2179;1;2023/02/20;2179;Product_2179;154
684;1380;2189;8;2024/07/28;2189;Product_2189;1620
685;1071;2168;9;2025/01/13;2168;Product_2168;1775
686;1094;2063;2;2024/09/26;2063;Product_2063;794
687;1225;2148;1;2023/07/15;2148;Product_2148;774
688;1282;2003;5;2024/02/23;2003;Product_2003;1398
689;1263;2053;7;2023/08/03;2053;Product_2053;1746
690;1366;2060;8;2025/01/23;2060;Product_2060;103
691;1377;2142;5;2025/01/02;2142;Product_2142;634
692;1058;2177;8;2023/05/08;2177;Product_2177;1766
693;1199;2007;10;2024/01/07;2007;Product_2007;156
694;1285;2107;3;2024/05/17;2107;Product_2107;21
695;1315;2154;3;2023/12/27;2154;Product_2154;1195
696;1344;2131;2;2024/08/29;2131;Product_2131;784
697;1277;2009;10;2023/01/15;2009;Product_2009;342
698;1037;2144;2;2025/01/12;2144;Product_2144;1284
699;1011;2150;9;2024/09/16;2150;Product_2150;1500
700;1313;2161;6;2023/11/28;2161;Product_2161;667
701;1029;2109;2;2023/02/13;2109;Product_2109;1382
702;1346;2067;1;2023/09/07;2067;Product_2067;832
703;1138;2152;5;2023/06/02;2152;Product_2152;251
704;1165;2087;6;2023/10/15;2087;Product_2087;767
705;1313;2171;5;2024/07/20;2171;Product_2171;76
706;1102;2045;8;2024/11/25;2045;Product_2045;207
707;1195;2171;10;2023/09/24;2171;Product_2171;76
708;1235;2002;4;2023/09/03;2002;Product_2002;1558
709;1293;2041;6;2025/01/23;2041;Product_2041;725
710;1327;2119;1;2024/08/08;2119;Product_2119;541
711;1344;2051;2;2024/03/25;2051;Product_2051;529
712;1280;2094;6;2023/09/02;2094;Product_2094;404
713;1294;2137;5;2023/02/01;2137;Product_2137;704
714;1137;2163;8;2023/08/26;2163;Product_2163;85
715;1117;2001;3;2024/07/17;2001;Product_2001;833
716;1090;2173;9;2024/01/15;2173;Product_2173;1750
717;1120;2116;3;2024/11/18;2116;Product_2116;1160
718;1273;2069;1;2024/12/13;2069;Product_2069;597
719;1399;2162;7;2023/05/13;2162;Product_2162;978
720;1126;2099;7;2024/08/02;2099;Product_2099;1674
721;1330;2109;7;2024/09/15;2109;Product_2109;1382
722;1118;2107;1;2023/05/15;2107;Product_2107;21
723;1256;2130;8;2023/12/03;2130;Product_2130;1193
724;1167;2089;10;2024/07/15;2089;Product_2089;1466
725;1211;2034;10;2023/09/19;2034;Product_2034;13
726;1261;2077;7;2024/09/28;2077;Product_2077;538
727;1129;2147;3;2024/09/17;2147;Product_2147;1374
728;1129;2197;4;2024/12/04;2197;Product_2197;1222
729;1227;2005;6;2025/01/01;2005;Product_2005;1146
730;1204;2068;5;2024/07/29;2068;Product_2068;1395
731;1010;2031;4;2024/05/18;2031;Product_2031;693
732;1306;2085;7;2025/02/02;2085;Product_2085;574
733;1114;2187;1;2025/02/12;2187;Product_2187;866
734;1324;2165;6;2025/02/26;2165;Product_2165;733
735;1063;2124;5;2024/01/28;2124;Product_2124;1315
736;1260;2182;9;2024/07/15;2182;Product_2182;991
737;1376;2022;2;2025/02/23;2022;Product_2022;1587
738;1278;2052;8;2024/12/24;2052;Product_2052;1691
739;1190;2115;9;2023/09/09;2115;Product_2115;1585
740;1153;2117;9;2023/04/26;2117;Product_2117;1427
741;1097;2092;3;2024/11/16;2092;Product_2092;1034
742;1092;2133;8;2023/08/20;2133;Product_2133;75
743;1064;2058;1;2024/02/25;2058;Product_2058;1767
744;1394;2131;4;2024/06/02;2131;Product_2131;784
745;1288;2164;1;2023/02/15;2164;Product_2164;1260
746;1152;2125;9;2023/06/14;2125;Product_2125;1552
747;1264;2164;10;2023/10/26;2164;Product_2164;1260
748;1389;2178;3;2023/03/09;2178;Product_2178;1426
749;1109;2125;10;2024/09/20;2125;Product_2125;1552
750;1330;2046;6;2025/02/14;2046;Product_2046;619
751;1214;2112;9;2023/08/04;2112;Product_2112;1937
752;1014;2148;2;2023/06/08;2148;Product_2148;774
753;1039;2081;10;2023/02/08;2081;Product_2081;1421
754;1312;2071;6;2023/11/26;2071;Product_2071;317
755;1393;2154;6;2023/12/26;2154;Product_2154;1195
756;1029;2114;2;2024/08/18;2114;Product_2114;986
757;1210;2127;4;2023/06/08;2127;Product_2127;94
758;1075;2054;8;2023/09/13;2054;Product_2054;620
759;1027;2086;6;2024/09/24;2086;Product_2086;1796
760;1234;2029;3;2023/01/12;2029;Product_2029;964
761;1012;2019;1;2024/12/08;2019;Product_2019;1548
762;1353;2197;8;2023/05/24;2197;Product_2197;1222
763;1198;2049;3;2023/06/21;2049;Product_2049;1904
764;1371;2159;6;2024/11/11;2159;Product_2159;582
765;1290;2001;6;2023/05/12;2001;Product_2001;833
766;1125;2072;9;2023/08/15;2072;Product_2072;1042
767;1092;2197;2;2024/07/02;2197;Product_2197;1222
768;1316;2103;4;2023/12/21;2103;Product_2103;1029
769;1320;2158;7;2023/10/14;2158;Product_2158;1690
770;1229;2080;1;2023/02/05;2080;Product_2080;707
771;1152;2056;10;2024/09/23;2056;Product_2056;1158
772;1089;2150;9;2025/01/15;2150;Product_2150;1500
773;1056;2112;6;2024/06/27;2112;Product_2112;1937
774;1121;2013;7;2024/06/09;2013;Product_2013;1186
775;1040;2034;6;2024/05/17;2034;Product_2034;13
776;1359;2004;9;2023/12/23;2004;Product_2004;1996
777;1096;2052;8;2024/09/29;2052;Product_2052;1691
778;1139;2168;6;2023/09/20;2168;Product_2168;1775
779;1041;2002;9;2024/03/07;2002;Product_2002;1558
780;1283;2184;4;2024/11/08;2184;Product_2184;1565
781;1364;2150;7;2024/08/02;2150;Product_2150;1500
782;1119;2141;1;2025/02/15;2141;Product_2141;1599
783;1222;2114;6;2023/06/17;2114;Product_2114;986
784;1056;2198;7;2025/01/14;2198;Product_2198;554
785;1025;2091;1;2024/09/25;2091;Product_2091;563
786;1280;2034;10;2024/06/13;2034;Product_2034;13
787;1312;2081;5;2023/11/01;2081;Product_2081;1421
788;1188;2116;1;2024/12/21;2116;Product_2116;1160
789;1226;2128;2;2025/01/04;2128;Product_2128;28
790;1392;2041;7;2024/03/16;2041;Product_2041;725
791;1273;2174;4;2023/09/15;2174;Product_2174;244
792;1394;2051;4;2024/06/25;2051;Product_2051;529
793;1058;2124;3;2023/06/12;2124;Product_2124;1315
794;1101;2135;8;2024/03/25;2135;Product_2135;1815
795;1151;2200;2;2023/10/19;2200;Product_2200;330
796;1312;2153;7;2023/01/12;2153;Product_2153;656
797;1067;2108;2;2024/12/01;2108;Product_2108;318
798;1347;2026;7;2023/04/19;2026;Product_2026;1299
799;1078;2041;5;2023/07/30;2041;Product_2041;725
800;1123;2043;4;2025/01/21;2043;Product_2043;1947
801;1202;2147;5;2023/08/17;2147;Product_2147;1374
802;1247;2180;1;2024/09/20;2180;Product_2180;1880
803;1141;2087;3;2024/10/06;2087;Product_2087;767
804;1377;2050;1;2024/12/21;2050;Product_2050;1079
805;1144;2116;2;2023/08/12;2116;Product_2116;1160
806;1302;2007;5;2023/02/22;2007;Product_2007;156
807;1340;2135;6;2023/07/18;2135;Product_2135;1815
808;1218;2160;10;2023/01/10;2160;Product_2160;413
809;1378;2041;1;2024/02/19;2041;Product_2041;725
810;1204;2109;1;2023/03/16;2109;Product_2109;1382
811;1009;2142;4;2024/07/22;2142;Product_2142;634
812;1282;2107;9;2023/09/09;2107;Product_2107;21
813;1305;2152;4;2024/04/06;2152;Product_2152;251
814;1268;2102;4;2024/03/05;2102;Product_2102;252
815;1274;2150;1;2024/09/10;2150;Product_2150;1500
816;1158;2116;6;2024/10/07;2116;Product_2116;1160
817;1373;2016;8;2024/09/04;2016;Product_2016;1105
818;1363;2121;5;2024/12/18;2121;Product_2121;397
819;1104;2045;2;2023/08/23;2045;Product_2045;207
820;1196;2161;8;2023/10/04;2161;Product_2161;667
821;1149;2159;2;2024/10/11;2159;Product_2159;582
822;1188;2024;7;2024/08/09;2024;Product_2024;1290
823;1011;2135;8;2024/04/07;2135;Product_2135;1815
824;1069;2134;4;2024/11/02;2134;Product_2134;686
825;1061;2077;1;2024/01/16;2077;Product_2077;538
826;1165;2179;4;2024/10/17;2179;Product_2179;154
827;1019;2173;1;2025/02/16;2173;Product_2173;1750
828;1398;2143;5;2024/08/15;2143;Product_2143;1956
829;1124;2002;4;2023/08/11;2002;Product_2002;1558
830;1378;2168;6;2024/03/27;2168;Product_2168;1775
831;1169;2185;6;2025/01/19;2185;Product_2185;791
832;1399;2120;6;2025/01/11;2120;Product_2120;59
833;1344;2037;10;2023/12/12;2037;Product_2037;1351
834;1216;2150;6;2023/04/21;2150;Product_2150;1500
835;1229;2137;7;2023/06/28;2137;Product_2137;704
836;1121;2004;1;2024/12/15;2004;Product_2004;1996
837;1399;2196;10;2024/09/11;2196;Product_2196;826
838;1327;2109;10;2024/01/22;2109;Product_2109;1382
839;1367;2060;6;2023/11/11;2060;Product_2060;103
840;1155;2089;2;2023/09/26;2089;Product_2089;1466
841;1162;2165;1;2024/11/26;2165;Product_2165;733
842;1020;2012;3;2024/12/21;2012;Product_2012;129
843;1002;2070;1;2023/08/11;2070;Product_2070;1863
844;1172;2165;9;2024/09/22;2165;Product_2165;733
845;1340;2029;4;2024/10/30;2029;Product_2029;964
846;1048;2028;3;2024/06/15;2028;Product_2028;1691
847;1295;2053;8;2024/10/11;2053;Product_2053;1746
848;1211;2035;1;2023/10/06;2035;Product_2035;1051
849;1266;2042;3;2023/06/03;2042;Product_2042;202
850;1063;2050;1;2024/03/31;2050;Product_2050;1079
851;1360;2192;2;2023/01/19;2192;Product_2192;868
852;1229;2190;8;2023/07/19;2190;Product_2190;1755
853;1300;2112;8;2024/11/05;2112;Product_2112;1937
854;1100;2189;7;2023/04/22;2189;Product_2189;1620
855;1255;2127;2;2024/03/23;2127;Product_2127;94
856;1005;2159;6;2024/11/20;2159;Product_2159;582
857;1017;2116;2;2025/01/11;2116;Product_2116;1160
858;1278;2136;3;2024/02/25;2136;Product_2136;887
859;1318;2094;8;2023/06/20;2094;Product_2094;404
860;1006;2177;7;2024/11/14;2177;Product_2177;1766
861;1024;2191;4;2023/01/09;2191;Product_2191;609
862;1381;2107;7;2024/04/24;2107;Product_2107;21
863;1005;2051;9;2023/07/11;2051;Product_2051;529
864;1013;2147;10;2023/01/04;2147;Product_2147;1374
865;1038;2087;3;2024/07/05;2087;Product_2087;767
866;1246;2116;4;2024/06/21;2116;Product_2116;1160
867;1380;2033;4;2024/10/25;2033;Product_2033;1854
868;1249;2115;10;2023/11/09;2115;Product_2115;1585
869;1198;2090;7;2025/02/04;2090;Product_2090;1662
870;1064;2173;4;2024/02/12;2173;Product_2173;1750
871;1329;2041;8;2023/06/06;2041;Product_2041;725
872;1007;2162;3;2023/10/01;2162;Product_2162;978
873;1291;2133;5;2023/01/14;2133;Product_2133;75
874;1142;2024;7;2024/11/16;2024;Product_2024;1290
875;1361;2188;7;2024/08/27;2188;Product_2188;861
876;1379;2044;9;2024/02/11;2044;Product_2044;148
877;1145;2181;3;2025/02/10;2181;Product_2181;244
878;1006;2084;4;2024/05/31;2084;Product_2084;1179
879;1329;2004;8;2023/01/22;2004;Product_2004;1996
880;1165;2011;9;2023/10/06;2011;Product_2011;881
881;1310;2040;7;2023/04/04;2040;Product_2040;1257
882;1067;2034;2;2023/10/29;2034;Product_2034;13
883;1185;2094;8;2023/10/28;2094;Product_2094;404
884;1021;2150;4;2024/09/19;2150;Product_2150;1500
885;1199;2011;1;2024/02/19;2011;Product_2011;881
886;1272;2089;4;2024/01/29;2089;Product_2089;1466
887;1266;2162;7;2024/12/20;2162;Product_2162;978
888;1025;2200;5;2023/11/03;2200;Product_2200;330
889;1177;2122;7;2024/05/20;2122;Product_2122;216
890;1260;2066;5;2024/07/25;2066;Product_2066;1664
891;1183;2043;8;2023/07/17;2043;Product_2043;1947
892;1061;2070;9;2023/12/08;2070;Product_2070;1863
893;1054;2063;1;2024/07/02;2063;Product_2063;794
